Name	Length	EffectiveLength	TPM	NumReads
lcl|NZ_CP020549.1_cds_WP_001232094.1_81	483	233.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000687787.1_82	597	347.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000671990.1_83	492	242.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000668283.1_84	2154	1904.000	6.551960	134.000
lcl|NZ_CP020549.1_cds_WP_000801627.1_85	1350	1100.000	8.209419	97.000
lcl|NZ_CP020549.1_cds_WP_000043300.1_86	708	458.000	5.081687	25.000
lcl|NZ_CP020549.1_cds_WP_208912188.1_87	3039	2789.000	4.072346	122.000
lcl|NZ_CP020549.1_cds_WP_208912191.1_88	405	155.000	9.009339	15.000
lcl|NZ_CP020549.1_cds_WP_000220651.1_89	1443	1193.000	3.277496	42.000
lcl|NZ_CP020549.1_cds_WP_000182575.1_90	1023	773.000	7.707861	64.000
lcl|NZ_CP020549.1_cds_WP_000717501.1_91	546	296.000	11.637063	37.000
lcl|NZ_CP020549.1_cds_WP_000894018.1_92	510	260.000	5.729016	16.000
lcl|NZ_CP020549.1_cds_WP_000167080.1_93	1548	1298.000	5.522674	77.000
lcl|NZ_CP020549.1_cds_WP_000772211.1_94	1263	1013.000	9.098276	99.000
lcl|NZ_CP020549.1_cds_WP_001809271.1_95	117	3.947	94.340598	4.000
lcl|NZ_CP020549.1_cds_WP_000805601.1_96	489	239.000	9.738128	25.000
lcl|NZ_CP020549.1_cds_WP_000099055.1_97	1092	842.000	7.629049	69.000
lcl|NZ_CP020549.1_cds_WP_000614703.1_98	228	13.360	1003.472126	144.000
lcl|NZ_CP020549.1_cds_WP_000610745.1_99	1299	1049.000	103.391257	1165.000
lcl|NZ_CP020549.1_cds_WP_000679940.1_100	3939	3689.000	3.861145	153.000
lcl|NZ_CP020549.1_cds_WP_001007202.1_101	717	467.000	751.549944	3770.000
lcl|NZ_CP020549.1_cds_WP_000196553.1_102	1788	1538.000	2.905483	48.000
lcl|NZ_CP020549.1_cds_WP_000156967.1_103	477	227.000	7.382102	18.000
lcl|NZ_CP020549.1_cds_WP_000617001.1_104	906	656.000	4.967039	35.000
lcl|NZ_CP020549.1_cds_WP_000185298.1_105	816	566.000	5.592370	34.000
lcl|NZ_CP020549.1_cds_WP_000167454.1_106	405	155.000	15.015565	25.000
lcl|NZ_CP020549.1_cds_WP_000903560.1_107	1167	917.000	6.192897	61.000
lcl|NZ_CP020549.1_cds_WP_000649428.1_108	1038	788.000	6.143424	52.000
lcl|NZ_CP020549.1_cds_WP_000220709.1_109	855	605.000	5.693505	37.000
lcl|NZ_CP020549.1_cds_WP_000185153.1_110	258	22.871	130.253670	32.000
lcl|NZ_CP020549.1_cds_WP_000695843.1_111	237	15.531	590.786719	98.558
lcl|NZ_CP020549.1_cds_WP_224782640.1_112	234	14.754	0.000000	0.000
lcl|NZ_CP020549.1_cds_113	183	7.236	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000614999.1_114	765	515.000	150.039028	830.000
lcl|NZ_CP020549.1_cds_WP_000897727.1_115	1380	1130.000	161.147579	1956.000
lcl|NZ_CP020549.1_cds_WP_001283896.1_116	666	416.000	339.265148	1516.000
lcl|NZ_CP020549.1_cds_WP_000771898.1_117	540	290.000	82.181742	256.000
lcl|NZ_CP020549.1_cds_WP_000291598.1_118	411	161.000	86.157634	149.000
lcl|NZ_CP020549.1_cds_119	921	671.000	2.081144	15.000
lcl|NZ_CP020549.1_cds_WP_179131941.1_120	407	157.000	16.603198	28.000
lcl|NZ_CP020549.1_cds_WP_000542024.1_121	333	83.038	3.363405	3.000
lcl|NZ_CP020549.1_cds_WP_000520642.1_122	699	449.000	47.895975	231.000
lcl|NZ_CP020549.1_cds_WP_000769768.1_123	1053	803.000	60.402589	521.000
lcl|NZ_CP020549.1_cds_WP_000092756.1_124	612	362.000	3440.713086	13379.000
lcl|NZ_CP020549.1_cds_WP_001818684.1_125	261	24.250	1205.455873	314.000
lcl|NZ_CP020549.1_cds_WP_001809441.1_126	222	12.150	773.870680	101.000
lcl|NZ_CP020549.1_cds_WP_000714582.1_127	930	680.000	0.821440	6.000
lcl|NZ_CP020549.1_cds_WP_001075102.1_128	924	674.000	0.414376	3.000
lcl|NZ_CP020549.1_cds_WP_000800407.1_129	1476	1226.000	0.379676	5.000
lcl|NZ_CP020549.1_cds_WP_001030014.1_130	987	737.000	570.579261	4517.000
lcl|NZ_CP020549.1_cds_131	821	571.000	9.782470	60.000
lcl|NZ_CP020549.1_cds_WP_000808456.1_132	1065	815.000	41.008154	359.000
lcl|NZ_CP020549.1_cds_WP_001233696.1_133	912	662.000	35.297920	251.000
lcl|NZ_CP020549.1_cds_WP_000198697.1_134	594	344.000	28.145455	104.000
lcl|NZ_CP020549.1_cds_WP_000273864.1_135	327	77.082	51.933812	43.000
lcl|NZ_CP020549.1_cds_WP_000744892.1_136	1167	917.000	31.066009	306.000
lcl|NZ_CP020549.1_cds_WP_000096198.1_137	1158	908.000	70.129967	684.000
lcl|NZ_CP020549.1_cds_WP_001035700.1_138	1851	1601.000	154.152926	2651.000
lcl|NZ_CP020549.1_cds_WP_000200894.1_139	633	383.000	124.452769	512.000
lcl|NZ_CP020549.1_cds_WP_000500040.1_140	873	623.000	27.794462	186.000
lcl|NZ_CP020549.1_cds_WP_000838917.1_141	672	422.000	65.299918	296.000
lcl|NZ_CP020549.1_cds_WP_000836450.1_142	588	338.000	1027.366753	3730.000
lcl|NZ_CP020549.1_cds_WP_001268178.1_143	864	614.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001108797.1_144	588	338.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000227118.1_145	249	19.269	173.928964	36.000
lcl|NZ_CP020549.1_cds_WP_000723959.1_146	2109	1859.000	8.162846	163.000
lcl|NZ_CP020549.1_cds_WP_000571330.1_147	642	392.000	19.474269	82.000
lcl|NZ_CP020549.1_cds_WP_001038475.1_148	807	557.000	1.671391	10.000
lcl|NZ_CP020549.1_cds_WP_000031925.1_149	1197	947.000	3.047510	31.000
lcl|NZ_CP020549.1_cds_WP_001107614.1_150	1392	1142.000	5.380358	66.000
lcl|NZ_CP020549.1_cds_WP_001189286.1_151	321	71.167	34.011506	26.000
lcl|NZ_CP020549.1_cds_WP_000424430.1_152	372	122.000	57.994515	76.000
lcl|NZ_CP020549.1_cds_WP_012291603.1_153	213	10.625	113.911640	13.000
lcl|NZ_CP020549.1_cds_WP_012291594.1_154	1059	809.000	4.948269	43.000
lcl|NZ_CP020549.1_cds_WP_012291592.1_155	978	728.000	3.580635	28.000
lcl|NZ_CP020549.1_cds_WP_000424474.1_156	375	125.000	74.477183	100.000
lcl|NZ_CP020549.1_cds_WP_000511668.1_157	183	7.236	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000619757.1_158	903	653.000	3.849320	27.000
lcl|NZ_CP020549.1_cds_WP_000424404.1_159	354	104.002	20.588333	23.000
lcl|NZ_CP020549.1_cds_WP_000072918.1_160	729	479.000	5.441967	28.000
lcl|NZ_CP020549.1_cds_WP_073176647.1_161	192	8.045	231.448777	20.000
lcl|NZ_CP020549.1_cds_WP_000770319.1_162	240	16.366	11.376874	2.000
lcl|NZ_CP020549.1_cds_WP_208912193.1_163	1479	1229.000	7.634553	100.786
lcl|NZ_CP020549.1_cds_164	189	7.759	2099.680564	175.000
lcl|NZ_CP020549.1_cds_WP_044811989.1_165	1122	872.000	126.406264	1184.000
lcl|NZ_CP020549.1_cds_WP_000193609.1_166	456	206.000	192.519956	426.000
lcl|NZ_CP020549.1_cds_WP_000639152.1_167	1914	1664.000	75.305226	1346.000
lcl|NZ_CP020549.1_cds_WP_000331980.1_168	1680	1430.000	319.457727	4907.000
lcl|NZ_CP020549.1_cds_WP_000639579.1_169	234	14.754	3306.364858	524.000
lcl|NZ_CP020549.1_cds_WP_000282479.1_170	216	11.099	25.164093	3.000
lcl|NZ_CP020549.1_cds_WP_000974047.1_171	153	5.322	69.975595	4.000
lcl|NZ_CP020549.1_cds_WP_000180803.1_172	186	7.490	62.146985	5.000
lcl|NZ_CP020549.1_cds_WP_000865689.1_173	684	434.000	40.327518	188.000
lcl|NZ_CP020549.1_cds_WP_000569827.1_174	438	188.000	98.543640	199.000
lcl|NZ_CP020549.1_cds_WP_000655066.1_175	1011	761.000	65.204254	533.000
lcl|NZ_CP020549.1_cds_176	1307	1057.000	0.704609	8.000
lcl|NZ_CP020549.1_cds_177	695	445.000	1.255234	6.000
lcl|NZ_CP020549.1_cds_WP_001200043.1_178	1206	956.000	1.947626	20.000
lcl|NZ_CP020549.1_cds_WP_000375708.1_179	954	704.000	1.190154	9.000
lcl|NZ_CP020549.1_cds_WP_000288029.1_180	1617	1367.000	1.498261	22.000
lcl|NZ_CP020549.1_cds_181	226	12.937	0.000000	0.000
lcl|NZ_CP020549.1_cds_182	749	499.000	0.373132	2.000
lcl|NZ_CP020549.1_cds_WP_001017604.1_183	1173	923.000	0.403452	4.000
lcl|NZ_CP020549.1_cds_WP_000570717.1_184	864	614.000	17.891511	118.000
lcl|NZ_CP020549.1_cds_WP_000933470.1_185	198	8.670	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000720788.1_186	666	416.000	14.770119	66.000
lcl|NZ_CP020549.1_cds_WP_000862401.1_187	1227	977.000	15.055525	158.000
lcl|NZ_CP020549.1_cds_WP_001141657.1_188	657	407.000	0.914953	4.000
lcl|NZ_CP020549.1_cds_WP_000253918.1_189	324	74.118	3.768184	3.000
lcl|NZ_CP020549.1_cds_WP_000724951.1_190	831	581.000	579.409575	3616.000
lcl|NZ_CP020549.1_cds_WP_000694512.1_191	855	605.000	132.951042	864.000
lcl|NZ_CP020549.1_cds_WP_000231787.1_192	1374	1124.000	27.249778	329.000
lcl|NZ_CP020549.1_cds_WP_000085685.1_193	1062	812.000	84.153738	734.000
lcl|NZ_CP020549.1_cds_WP_000444642.1_194	693	443.000	104.234462	496.000
lcl|NZ_CP020549.1_cds_WP_000748382.1_195	570	320.000	131.789739	453.000
lcl|NZ_CP020549.1_cds_WP_000532354.1_196	615	365.000	26.526127	104.000
lcl|NZ_CP020549.1_cds_WP_171011731.1_197	1647	1397.000	15.860392	238.000
lcl|NZ_CP020549.1_cds_WP_000278869.1_198	1287	1037.000	40.937325	456.000
lcl|NZ_CP020549.1_cds_WP_000729029.1_199	534	284.000	413.033788	1260.000
lcl|NZ_CP020549.1_cds_WP_000849621.1_200	471	221.000	239.691905	569.000
lcl|NZ_CP020549.1_cds_WP_001828426.1_201	1347	1097.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000075789.1_202	1263	1013.000	23.067347	251.000
lcl|NZ_CP020549.1_cds_WP_000745054.1_203	459	209.000	6.681567	15.000
lcl|NZ_CP020549.1_cds_WP_000861965.1_204	441	191.000	10.723158	22.000
lcl|NZ_CP020549.1_cds_WP_000018171.1_205	1950	1700.000	63.415149	1158.000
lcl|NZ_CP020549.1_cds_WP_001099502.1_206	468	218.000	8.113916	19.000
lcl|NZ_CP020549.1_cds_WP_000456639.1_207	1206	956.000	3.116201	32.000
lcl|NZ_CP020549.1_cds_WP_000493845.1_208	636	386.000	3.135375	13.000
lcl|NZ_CP020549.1_cds_WP_001284091.1_209	1101	851.000	2.953708	27.000
lcl|NZ_CP020549.1_cds_WP_000271487.1_210	594	344.000	53.855245	199.000
lcl|NZ_CP020549.1_cds_WP_000166590.1_211	564	314.000	77.086278	260.000
lcl|NZ_CP020549.1_cds_WP_000987438.1_212	678	428.000	21.316489	98.000
lcl|NZ_CP020549.1_cds_WP_000255120.1_213	1032	782.000	24.166996	203.000
lcl|NZ_CP020549.1_cds_WP_000078024.1_214	684	434.000	190.483171	888.000
lcl|NZ_CP020549.1_cds_WP_000815629.1_215	945	695.000	124.709132	931.000
lcl|NZ_CP020549.1_cds_WP_000704664.1_216	1167	917.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001233766.1_217	1515	1265.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001107589.1_218	714	464.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_219	230	13.802	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000424665.1_220	627	377.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000141100.1_221	453	203.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000174331.1_222	201	9.012	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001003774.1_223	216	11.099	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000058832.1_224	342	92.011	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000492137.1_225	282	36.744	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000158192.1_226	867	617.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000434361.1_227	1470	1220.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000865230.1_228	168	6.156	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000173130.1_229	531	281.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000811078.1_230	510	260.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001816190.1_231	420	170.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001152892.1_232	2832	2582.000	57.112650	1584.000
lcl|NZ_CP020549.1_cds_WP_001042850.1_233	1062	812.000	74.293763	648.000
lcl|NZ_CP020549.1_cds_WP_000591165.1_234	399	149.000	549.206894	879.000
lcl|NZ_CP020549.1_cds_WP_000725150.1_235	570	320.000	64.003847	220.000
lcl|NZ_CP020549.1_cds_WP_000507059.1_236	267	27.299	1609.610548	472.000
lcl|NZ_CP020549.1_cds_WP_001808830.1_237	420	170.000	399.219716	729.000
lcl|NZ_CP020549.1_cds_WP_000017620.1_238	306	56.785	1839.461293	1122.000
lcl|NZ_CP020549.1_cds_WP_000464327.1_239	1251	1001.000	36.829387	396.000
lcl|NZ_CP020549.1_cds_WP_000769490.1_240	456	206.000	258.952898	573.000
lcl|NZ_CP020549.1_cds_WP_000877334.1_241	1533	1283.000	18.503202	255.000
lcl|NZ_CP020549.1_cds_WP_000956126.1_242	144	4.909	682.768562	36.000
lcl|NZ_CP020549.1_cds_WP_000118089.1_243	1539	1289.000	107.252374	1485.000
lcl|NZ_CP020549.1_cds_WP_000560899.1_244	2208	1958.000	40.604911	854.000
lcl|NZ_CP020549.1_cds_WP_000521633.1_245	141	4.783	739.641318	38.000
lcl|NZ_CP020549.1_cds_WP_000423422.1_246	507	257.000	6.882621	19.000
lcl|NZ_CP020549.1_cds_WP_001064220.1_247	591	341.000	13.377504	49.000
lcl|NZ_CP020549.1_cds_WP_000725987.1_248	618	368.000	18.720493	74.000
lcl|NZ_CP020549.1_cds_WP_001284513.1_249	309	59.592	3944.602859	2525.000
lcl|NZ_CP020549.1_cds_WP_000160197.1_250	627	377.000	843.548171	3416.000
lcl|NZ_CP020549.1_cds_WP_000024543.1_251	624	374.000	507.799117	2040.000
lcl|NZ_CP020549.1_cds_WP_001055347.1_252	297	48.689	2858.529269	1495.000
lcl|NZ_CP020549.1_cds_WP_000512911.1_253	834	584.000	601.460812	3773.000
lcl|NZ_CP020549.1_cds_WP_000533766.1_254	282	36.744	4872.211443	1923.000
lcl|NZ_CP020549.1_cds_WP_000818137.1_255	345	95.007	2439.934640	2490.000
lcl|NZ_CP020549.1_cds_WP_000529936.1_256	654	404.000	892.021214	3871.000
lcl|NZ_CP020549.1_cds_WP_000960946.1_257	414	164.000	2117.945474	3731.000
lcl|NZ_CP020549.1_cds_WP_000772918.1_258	207	9.766	8512.730875	893.000
lcl|NZ_CP020549.1_cds_WP_000440801.1_259	261	24.250	5117.428913	1333.000
lcl|NZ_CP020549.1_cds_WP_000616545.1_260	369	119.000	1406.616483	1798.000
lcl|NZ_CP020549.1_cds_WP_000497691.1_261	306	56.785	1844.379639	1125.000
lcl|NZ_CP020549.1_cds_WP_000013542.1_262	543	293.000	868.688886	2734.000
lcl|NZ_CP020549.1_cds_WP_001085703.1_263	270	28.977	3232.036185	1006.000
lcl|NZ_CP020549.1_cds_WP_000245505.1_264	399	149.000	1832.564073	2933.000
lcl|NZ_CP020549.1_cds_WP_000086630.1_265	537	287.000	1494.734122	4608.000
lcl|NZ_CP020549.1_cds_WP_000624044.1_266	357	107.001	1963.709516	2257.000
lcl|NZ_CP020549.1_cds_WP_000874201.1_267	495	245.000	1469.784813	3868.000
lcl|NZ_CP020549.1_cds_WP_000057241.1_268	183	7.236	15696.444024	1220.000
lcl|NZ_CP020549.1_cds_WP_000766087.1_269	441	191.000	1068.903843	2193.000
lcl|NZ_CP020549.1_cds_WP_208912196.1_270	1293	1043.000	521.358281	5841.000
lcl|NZ_CP020549.1_cds_WP_001050431.1_271	639	389.000	207.732047	868.000
lcl|NZ_CP020549.1_cds_WP_001029883.1_272	219	11.606	31843.980216	3970.000
lcl|NZ_CP020549.1_cds_WP_001808836.1_273	117	3.947	72406.409038	3070.000
lcl|NZ_CP020549.1_cds_WP_000090781.1_274	366	116.000	8897.121882	11086.000
lcl|NZ_CP020549.1_cds_WP_001118385.1_275	384	134.000	3880.178781	5585.000
lcl|NZ_CP020549.1_cds_WP_000568988.1_276	936	686.000	2487.278063	18328.000
lcl|NZ_CP020549.1_cds_WP_000331493.1_277	387	137.000	3834.624552	5643.000
lcl|NZ_CP020549.1_cds_WP_000644124.1_278	267	27.299	576.322421	169.000
lcl|NZ_CP020549.1_cds_WP_000354917.1_279	1338	1088.000	148.629255	1737.000
lcl|NZ_CP020549.1_cds_WP_000241540.1_280	693	443.000	215.614027	1026.000
lcl|NZ_CP020549.1_cds_281	1653	1403.000	0.265421	4.000
lcl|NZ_CP020549.1_cds_WP_001289367.1_282	1092	842.000	0.331698	3.000
lcl|NZ_CP020549.1_cds_283	1122	872.000	2.882575	27.000
lcl|NZ_CP020549.1_cds_WP_001808840.1_284	198	8.670	53.690773	5.000
lcl|NZ_CP020549.1_cds_WP_001199237.1_285	234	14.754	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001842052.1_286	228	13.360	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000581380.1_287	384	134.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000406171.1_288	777	527.000	3.356420	19.000
lcl|NZ_CP020549.1_cds_WP_000824966.1_289	747	497.000	5.244874	28.000
lcl|NZ_CP020549.1_cds_WP_001070840.1_290	981	731.000	8.023365	63.000
lcl|NZ_CP020549.1_cds_WP_000402908.1_291	321	71.167	3.924405	3.000
lcl|NZ_CP020549.1_cds_WP_000238716.1_292	309	59.592	6.248876	4.000
lcl|NZ_CP020549.1_cds_WP_001096827.1_293	1299	1049.000	3.017427	34.000
lcl|NZ_CP020549.1_cds_WP_000248305.1_294	2439	2189.000	5.060979	119.000
lcl|NZ_CP020549.1_cds_WP_000395432.1_295	669	419.000	5.332497	24.000
lcl|NZ_CP020549.1_cds_WP_001217828.1_296	1089	839.000	10.097476	91.000
lcl|NZ_CP020549.1_cds_WP_000011744.1_297	2502	2252.000	143.075934	3461.000
lcl|NZ_CP020549.1_cds_WP_001081167.1_298	843	593.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001144904.1_299	696	446.000	31.310484	150.000
lcl|NZ_CP020549.1_cds_WP_000628384.1_300	417	167.000	44.039664	79.000
lcl|NZ_CP020549.1_cds_WP_000970381.1_301	93	3.333	782.049148	28.000
lcl|NZ_CP020549.1_cds_WP_000502087.1_302	972	722.000	86.391494	670.000
lcl|NZ_CP020549.1_cds_WP_001098890.1_303	573	323.000	67.732751	235.000
lcl|NZ_CP020549.1_cds_WP_000466719.1_304	759	509.000	157.660486	862.000
lcl|NZ_CP020549.1_cds_WP_000189857.1_305	804	554.000	113.597902	676.000
lcl|NZ_CP020549.1_cds_WP_000900660.1_306	1260	1010.000	146.373515	1588.000
lcl|NZ_CP020549.1_cds_WP_000814070.1_307	1854	1604.000	200.122661	3448.000
lcl|NZ_CP020549.1_cds_WP_000943517.1_308	1380	1130.000	11.039763	134.000
lcl|NZ_CP020549.1_cds_WP_000334264.1_309	1809	1559.000	121.461380	2034.000
lcl|NZ_CP020549.1_cds_WP_000229756.1_310	1050	800.000	79.248400	681.000
lcl|NZ_CP020549.1_cds_WP_001232781.1_311	3864	3614.000	5.615672	218.000
lcl|NZ_CP020549.1_cds_WP_001142327.1_312	414	164.000	4095.678529	7215.000
lcl|NZ_CP020549.1_cds_WP_000087873.1_313	471	221.000	2644.614727	6278.000
lcl|NZ_CP020549.1_cds_WP_000090353.1_314	2082	1832.000	1102.675250	21699.000
